Entiteit/Attribuut,Entiteitcode,Attribuutcode,Formaat,Datatype,Codelijst,Naam,Omschrijving;
A,CL,1,CLT074,AN..70,,,Clausuletekst-074,Clausuletekst-074.;
A,CL,1,CLT075,AN..70,,,Clausuletekst-075,Clausuletekst-075.;
A,CL,1,CLT076,AN..70,,,Clausuletekst-076,Clausuletekst-076.;
A,CL,1,CLT077,AN..70,,,Clausuletekst-077,Clausuletekst-077.;
A,CL,1,CLT078,AN..70,,,Clausuletekst-078,Clausuletekst-078.;
A,CL,1,CLT079,AN..70,,,Clausuletekst-079,Clausuletekst-079.;
A,CL,1,CLT080,AN..70,,,Clausuletekst-080,Clausuletekst-080.;
A,CL,1,CLT081,AN..70,,,Clausuletekst-081,Clausuletekst-081.;
A,CL,1,CLT082,AN..70,,,Clausuletekst-082,Clausuletekst-082.;
A,CL,1,CLT083,AN..70,,,Clausuletekst-083,Clausuletekst-083.;
A,CL,1,CLT084,AN..70,,,Clausuletekst-084,Clausuletekst-084.;
A,CL,1,CLT085,AN..70,,,Clausuletekst-085,Clausuletekst-085.;
A,CL,1,CLT086,AN..70,,,Clausuletekst-086,Clausuletekst-086.;
A,CL,1,CLT087,AN..70,,,Clausuletekst-087,Clausuletekst-087.;
A,CL,1,CLT088,AN..70,,,Clausuletekst-088,Clausuletekst-088.;
A,CL,1,CLT089,AN..70,,,Clausuletekst-089,Clausuletekst-089.;
A,CL,1,CLT090,AN..70,,,Clausuletekst-090,Clausuletekst-090.;
A,CL,1,CLT091,AN..70,,,Clausuletekst-091,Clausuletekst-091.;
A,CL,1,CLT092,AN..70,,,Clausuletekst-092,Clausuletekst-092.;
A,CL,1,CLT093,AN..70,,,Clausuletekst-093,Clausuletekst-093.;
A,CL,1,CLT094,AN..70,,,Clausuletekst-094,Clausuletekst-094.;
A,CL,1,CLT095,AN..70,,,Clausuletekst-095,Clausuletekst-095.;
A,CL,1,CLT096,AN..70,,,Clausuletekst-096,Clausuletekst-096.;
A,CL,1,CLT097,AN..70,,,Clausuletekst-097,Clausuletekst-097.;
A,CL,1,CLT098,AN..70,,,Clausuletekst-098,Clausuletekst-098.;
A,CL,1,CLT099,AN..70,,,Clausuletekst-099,Clausuletekst-099.;
A,CL,1,CLT100,AN..70,,,Clausuletekst-100,Clausuletekst-100.;
"A,CL,1,TNOEIS,KAN..3,,ADNTSB,""Vereiste TNO/SCM bev.kls MR, code"",""Vereiste TNO/SCM beveiligingsklasse motorrijtuigen, code.""";
E,CM,1,,,,,COMMUNICATIE,Gegevens over de communicatie die heeft plaatsgevonden.;
A,CM,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,CM,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,CM,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
"A,CM,1,COMMT,AN..200,,,""Communicatie, oms"",";
"A,CM,1,ONDWRP,AN..70,,,""Onderwerp, omschrijving"",""Onderwerp, omschrijving""";
A,CM,1,TEKST,AN..999,ME,,Tekst,Tekst.;
"A,CM,1,CMEDIU,MAN..2,,ADNWVV,""Communicatie medium, code"",Code waarmee wordt aangegeven via welk communicatie medium de betrokken partij bij voorkeur communiceert.";
A,CM,1,COREF,AN..17,,,Referentie ontvanger,Aanduiding van persoon of dossier bij de ontvangende partij.;
A,CM,1,CPREF,AN..17,,,Referentie zender,Aanduiding van persoon of dossier bij de zendende partij waarnaar verwezen kan worden in verdere communicatie.;
"A,CM,1,CPREFT,AN..70,,,""Soort referentie zender, omschr."",""Geeft aan wat voor soort referentie  het """"referentie zender""""  betreft. Bijvoorbeeld een factuurnummer, ordernummer, zaaknummer of relatienummer.""";
A,CM,1,USRAGN,TAN..500,,,User-Agent browser aanvrager,De User-Agent vanuit de browser van de aanvrager.;
A,CM,1,USRIP,AN..39,,,IP-adres aanvrager,IP-adres van de aanvrager.;
A,CM,1,DATUM,N8,D1,,Datum,;
A,CM,1,TIJD,N4,T1,,Tijd,;
A,CM,1,DATGEL,N8,D1,,Datum gelezen door ontvanger,Datum gelezen door ontvanger.;
A,CM,1,TYDGEL,N4,T1,,Tijd gelezen door ontvanger,Tijd gelezen door ontvanger.;
E,CW,1,,,,,COMMUNICATIEPROFIEL,Gegevens over de wijze waarop de maatschappij  of bijvoorbeeld schadebehandelaar communiceert met de klant.;
A,CW,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,CW,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,CW,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
"A,CW,1,RELTOT,AN..2,,ADNENT,""Relatie tot, code"",Code van bovenliggende entiteit waar onderliggende entiteit naar verwijst. Bij herhaling ook het volgnummer (RELVNR) van de entiteit opnemen. Bij EDIFACT deze relaties verplicht definiëren.";
"A,CW,1,RELVNR,N..3,,,""Relatie tot, volgnummer"",Volgnummer van de bovenliggende herhalende entiteit waar de onderliggende entiteit (via RELTOT) naar verwijst. Bij EDIFACT deze relaties verplicht definiëren.";
"A,CW,1,RFFC,AN..5,,ADNRFF,""Referer, code"",Hoe is de interesse van de klant gewekt?";
"A,CW,1,RFFO,AN..70,,,""Referer, omschrijving"",";
"A,CW,1,CMEDIU,MAN..2,,ADNWVV,""Communicatie medium, code"",Code waarmee wordt aangegeven via welk communicatie medium de betrokken partij bij voorkeur communiceert.";
A,CW,1,OPTIN,AN1,JN,ADNLOG,Opt-in J/N,Wenst de klant via email op de hoogte te worden gehouden?;
"A,CW,1,INZSDB,AN..5,,ADNTTI,""Inzage in dossier, code"",";
A,CW,1,INZSDB,TAN..70,,,Toel. inzage in dossier,;
"A,CW,1,BBBTIS,AN..5,,ADNSIV,""Betaling belangenbehrtgr tonen, code"",Indicatie of betalingen aan de belangenbehartiger getoond dienen te worden.";
A,CW,1,BBBTIS,TAN..70,,,Toel. betaling belangenbehrtgr tonen,Toelichting of betalingen aan de belangenbehartiger getoond dienen te worden.;
"A,CW,1,INFO,AN..2,,ADNENT,""Bij wie informatie inwinnen, code"",Code waarmee aangegeven wordt bij wie er informatie ingewonnen kan worden over de aanvraag.";
"A,CW,1,INFOAN,DAN..70,,,""Bij informatie inwinnen anders, oms."",Omschrijving van de persoon waar informatie ingewonnen kan worden over de aanvraag.";
A,CW,1,VRTGSM,SAN1,JN,ADNLOG,Voortgang schadeclaim per sms J/N,Voortgang schadeclaim per sms.;
"A,CW,1,VTAAL,AN..2,,ISOTAA,""Voertaal, code"",Voertaal. De taal die de persoon normaal spreekt. De standaard voertaal voor schriftelijke communicatie.";
E,EL,1,,,,,CONTRACT (ELDERS)(AF)LOPEND,Te gebruiken als informatie voor de Maatschappij terzake (elders) (af)lopende contracten. Niet te gebruiken voor de opzegging.;
A,EL,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,EL,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,EL,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,EL,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
"A,EL,1,KTRSRT,AN..2,,ADNENT,""Contractsoort, code"",";
A,EL,1,NUMMER,AN..20,,,Contractnummer,Het identificerende kenmerk dat een maatschappij (of gevolmachtigde agent) toekent.;
A,EL,1,EXTERN,AN..20,,,Extern indicatief,Het identificerend kenmerk dat een tussenpersoon toekent. Ook wel te gebruiken als tijdelijk contractnummer.;
A,EL,1,BRANCH,EAN..3,,ADNBRA,ADN branchecode,Classificering van het soort verzekeringscontract. B.v. te  gebruiken voor dooradressering binnen een verzekeringsmaatschappij.;
A,EL,1,PRODUC,TAN..15,,,Productcode maatschappij,Productcode die door de maatschappij gebruikt wordt. Deze codering dient bilateraal afgesproken te worden tussen tussenpersoon en maatschappij.;
"A,EL,1,PRODUC,CAN..5,,ADNMSP,""Productcode maatschappij, code"",Gecodeerde maatschappij specifieke productcode.";
A,EL,1,PRDTOM,SAN..70,,,Produktomschrijving maatschappij,Produktomschrijving die door de maatschappij gebruikt wordt.;
"A,EL,1,SRTVRZ,CAN..5,,ADNVEZ,""Soort verzekering, code"",""Gecodeerde omschrijving van de soort verzekering. Algemene omschrijving, dus niet maatschappij specifiek.""";
A,EL,1,INGDAT,N8,D1,,Ingangsdatum,Datum waarop de gegevens van deze entiteit van kracht worden/zijn geworden.;
A,EL,1,CDUUMN,DN..3,,,Contractduur in maanden,Contractduur in maanden.;
A,EL,1,EXPDAT,N8,D1,,Einddatum,Datum waarop beëindigd of stilzwijgend verlengd wordt (contractvervaldatum of expiratiedatum). Bij verlenging wordt de nieuwe vervaldatum opgenomen. Geldigheid TOT datum.;
A,EL,1,OUDREG,AN1,JN,ADNLOG,Oud regime J/N,;
A,EL,1,BETTER,MN..3,,,Betaaltermijn in maanden,Tijdsduur tussen twee opeenvolgende premiebetalingen (geheel getal).;
A,EL,1,EPRMDA,TN8,D1,,Datum eerste premiebetaling,De datum waarop de verzekeringnemer voor het eerst gestart is met het betalen van de premie op dit contract.;
A,EL,1,LPRMBE,TN8,D1,,Datum laatste premiebetaling,;
A,EL,1,HOOFDS,MN..15,B2,,Bedrag resterende hoofdsom,;
A,EL,1,KREDIE,TN..15,B2,,Bedrag overbruggingskrediet,;
"A,EL,1,HSTJRP,RN..15,B2,,Bedrag hoogste jaar premie,""Bedrag hoogst betaalde jaarpremie op het contract, gemeten over de totale looptijd.""";
"A,EL,1,LSTJRP,RN..15,B2,,Bedrag laagste jaar premie,""Bedrag laagst betaalde jaarpremie op het contract, gemeten over de totale looptijd.""";
A,EL,1,PRMLTJ,RN..15,B2,,Bedrag premie laatste jaar,Bedrag aan premie die op dit contract in het laatste jaar werd betaald (dus bijvoorbeeld de som van de termijnpremies in het laatste jaar).;
"A,EL,1,REDROY,AN..2,,ADNROY,""Reden royement, code"",Reden van royement voor dit contract.";
"A,EL,1,VZAVRO,AN..70,,,""Reden royement, omschrijving"",";
"A,EL,1,REDINF,OAN..2,,ADNRCI,""Reden ter informatie, code"",Codelijst met reden waarom er een contractnummer ter informatie aan de maatschappij wordt verstuurd.";
"A,EL,1,STATUS,AN..5,,ADNSTS,""Status, code"",""Status, gecodeerd.""";
A,EL,1,WOPZEG,AN1,JN,ADNLOG,Verzekering wordt opgezegd J/N,Verzekering wordt opgezegd.;
A,EL,1,OPGEZG,TAN..500,,,Toelichting opzeggen verzekering,Toelichting opzeggen verzekering.;
A,EL,1,OPZEG,AN1,JN,ADNLOG,Opzeg geregeld J/N,;
"A,EL,1,BTP,N..15,B2,,Termijnbedrag bruto premie,""De bruto premie gerelateerd aan de """"Premiebetaaltermijn in maanden"""".""";
"A,EL,1,TKRT,N..15,B2,,Termijnbedrag korting,""Kortingen die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten kortingen worden opgeteld in dit bedrag weergegeven.""";
"A,EL,1,TKST,N..15,B2,,Termijnbedrag kosten,""Extra kosten die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten kosten worden opgeteld in dit bedrag weergegeven.""";
"A,EL,1,TTSL,N..15,B2,,Termijnbedrag toeslag,""Toeslagen die in rekening worden gebracht. Dit bedrag is gerelateerd aan de """"Premiebetaaltermijn in maanden"""". Alle verschillende soorten toeslagen worden opgeteld in dit bedrag weergegeven.""";
"A,EL,1,TASS,N..15,B2,,Termijnbedrag assurantiebelasting,""De assurantiebelasting is gerelateerd aan """"Premiebetaaltermijn in maanden"""".""";
A,EL,1,TTOT,N..15,B2,,Termijnbedrag totaal,Termijnbedrag totaal.;
A,EL,1,BMNAAN,DN..2,,,B/M trede,Het nummer van de Bonus/Malus trede.;
"A,EL,1,SCHDVR,YN..15,A0,,""Aantal schadevr.jaren B/M, Noclaim"",Het aantal schadevrije jaren zoals aanwezig op de bonus/malus of noclaim verklaring.";
A,EL,1,INGDAT,ON8,D1,,Oorspronkelijke ingangsdatum,;
A,EL,1,HVVDAT,ON8,D1,,Oorspronkelijke hoofdvervaldatum,;
"A,EL,1,TPRM,N..15,B2,,Totaal som premies,""Totaal som van de op dit contract betaalde premies, gemeten over de totale looptijd.""";
"A,EL,1,RELVRH,AN..2,,ADNENT,""Relatie verhouding tot, code"",Code om expliciet te verwijzen naar een entiteit op hetzelfde niveau. Bij herhalende entiteiten ook het volgnummer (RELVVNR) opnemen. Alleen gebruikt binnen specifieke werkgebieden.";
"A,EL,1,RELVVN,RN..3,,,""Relatie verhouding tot, volgnummer"",Volgnummer van een herhalende entiteit waar een andere entiteit op hetzelfde niveau expliciet (via RELVRH) naar verwijst. Alleen gebruikt binnen specifieke werkgebieden.";
"A,EL,1,SRTVRZ,OAN..70,,,""Soort verzekering, omschr."",Omschrijving van het soort verzekering.";
A,EL,1,PROBED,RN..15,B2,,Proresto bedrag bestaande lening,;
A,EL,1,PRCOAS,SN..15,B2,,Bedrag premie coassurantie,Premie die als kortingspremie wordt berekend wegens elders verzekerd.;
"A,EL,1,FINLEA,SAN1,,ADNLEA,""Lease/financiering/huur aand., code"",Lease/financiering/huur aanduiding.";
"A,EL,1,LEASEN,AN1,,ADNLSE,""Leasesoort, code"",";
A,EL,1,NIEUW,AN1,JN,ADNLOG,Nieuw J/N,;
A,EL,1,GEMGAR,AN1,JN,ADNLOG,Gemeentegarantie J/N,;
A,EL,1,HYPUIT,GAN1,JN,ADNLOG,Uitgebreide hypotheek J/N,;
A,EL,1,GRONDK,NN..15,B2,,Bedrag grondkosten,;
A,EL,1,AANNEM,IN..15,B2,,Bedrag aannemingssom (nieuwbouw),;
A,EL,1,MEERWE,RN..15,B2,,Bedrag meerwerk,;
A,EL,1,BOUWRE,NN..15,B2,,Bedrag (bouw)rente (nieuwbouw),;
A,EL,1,KOOPSO,MN..15,B2,,Bedrag koopsom,Bedrag koopsom.;
A,EL,1,KNKOPE,RN..15,B2,,Bedrag kosten koper (bestaande bouw),;
A,EL,1,VERBOU,WN..15,B2,,Bedrag verbouwingskosten,;
A,EL,1,OVERIK,NN..15,B2,,Bedrag overige (bestaande bouw),;
A,EL,1,EIGENG,DN..15,B2,,Bedrag eigen geld,;
A,EL,1,FINBEH,N..15,B2,,Bedrag financieringsbehoefte,;
A,EL,1,SUBSID,IN..15,B2,,Bedrag koopsubsidie,;
A,EL,1,ENDDTS,N8,D1,,Einddatum subsidie,Einddatum (tot en met-datum) subsidie.;
A,EL,1,PASDAT,N8,D1,,(Vermoedelijke) passeerdatum,;
A,EL,1,VERHOG,AN1,JN,ADNLOG,Verhoging J/N,;
A,EL,1,NHG,AN1,JN,ADNLOG,Nationale Hypotheek Garantie J/N,;
A,EL,1,BDRNHG,N..15,B2,,Bedrag nationale hypotheek garantie,Bedrag waarvoor nationale hypotheek garantie verleend wordt.;
A,EL,1,ROERGD,N..15,B2,,Bedrag roerende goederen (best.bouw),Het bedrag dat betaald wordt door de koper(s) voor de overname van de roerende zaken.;
A,EL,1,OPTRNT,AN1,JN,ADNLOG,Optie voor rentebedenktijd J/N,Optie voor rente bedenktijd; periode waarin de geldnemer zelf nog het moment kan bepalen waarop de rente kan worden vastgezet.
"A,EL,1,HYPVOR,MAN1,,ADNHYP,""Hypotheekvorm, code"",";
"A,EL,1,HYPOMS,AN..35,,,""Hypotheekvorm, omschrijving"",";
A,EL,1,DELBDR,GN..15,B2,,Deelbedrag,;
A,EL,1,LEENBD,RN..15,B2,,Leenbedrag,;
A,EL,1,DISAGI,ON..15,B2,,Bedrag disagio,Het bedrag wat dient ter vooruit betaling van een deel van de rente. Dit leidt tot een korting op de normale rente.;
A,EL,1,RENTEV,PN..15,A0,,Rentevast periode in jaren,;
A,EL,1,RNTDEE,LN..15,B2,,Rente op deelbedrag,;
A,EL,1,RENTMN,DN..3,,,Rente betaaltermijn in maanden,;
A,EL,1,HYPRPR,N..8,P3,,Rentepercentage,Rentepercentage.;
A,EL,1,BMGART,RN..2,,,B/M garantie trede,Het aantal Bonus/Malus garantie treden.;
A,EL,1,BMEXTR,2N..2,,,B/M extra trede(n) 2e gezinsauto,Aantal bonus/malus extra trede(n) i.v.m. 2e gezinsauto.;
A,EL,1,BMBEST,RN..2,,,Aantal B/M Beschermings treden,Het aantal extra bonus/malus beschermingstreden.;
A,EL,1,EXPKAP,N..15,B2,,Expirerend kapitaal,Expirerend kapitaal van de elders lopende polis.;
A,EL,1,PREBHJ,NAN1,JN,ADNLOG,Polis van voor BHW regime J/N,Indicatie die aangeeft of de polis is ingegaan voor de zogenaamde Wet Brede Herwaardering (1992).;
"A,EL,1,FISCRG,EAN..5,,ADNFRG,""Fiscaal regime expirer. polis, code"",Code om aan te geven wat het fiscale regime is van de expirerende polis.";
A,EL,1,OVDRWR,DN..15,B2,,Overdrachtswaarde,Bedrag van de overdrachtswaarde.;
A,EL,1,OVERBL,RN..15,B2,,Overbruggings lijfrente waarde,De waarde van de overbruggingslijfrente.;
"A,EL,1,FISCRE,GAN..3,,ADNFSR,""Fiscale spelregels, code"",";
A,EL,1,VOOR95,AN1,JN,ADNLOG,Gesloten voor 1995 J/N,Indicatie om aan te geven dat de (geexpireerde) verzekering gesloten is voor 1995 en sindsdien niet meer gewijzigd is.;
A,EL,1,SEKNTR,LAN1,JN,ADNLOG,Sekse neutraal tarief J/N,Sekse neutraal tarief van toepassing.;
A,EL,1,OPAANV,AN1,JN,ADNLOG,Opzeggen aanvullende verzekering J/N,Indicatie om aan te geven dat de aanvullende verzekering binnen dit (ziektekosten) contract moet worden opgezegd.;
"E,DP,1,,,,,CONTRACT ACCOUNT/CONTO/DEPOT,""Een Account/Conto is een registratie van sommen geld, bedoeld voor het doen van betalingen en ontvangsten. Voorbeelden zijn: Depotrekening, Spaarrekening, Beleggingsrekening.""";
A,DP,1,ENTITE,IAN..2,,ADNENT,Entiteitscode,De unieke identificatie van een entiteit.;
A,DP,1,VRWRKC,DAN1,,ADNVRC,Verwerkingscode entiteit,Geeft aan hoe de entiteit te verwerken.;
"A,DP,1,VOLGNU,MN..3,,,Volgnummer,""Indien de entiteit herhalend voorkomt, dan maakt de combinatie entiteitscode + volgnummer de entiteit uniek. Verplicht vullen met '1' indien niet meer dan éénmaal dezelfde entiteit voorkomt.""";
A,DP,1,ENTREF,AN..70,,,Entiteitsreferentie,Entiteitsreferentie is een unieke referentie sleutel die aan een entiteit wordt toegekend.;
A,DP,1,NUMMER,AN..20,,,Contractnummer,Het identificerende kenmerk dat een maatschappij (of gevolmachtigde agent) toekent.;
"A,DP,1,NUMMER,OAN..20,,,Contractnummer oud,""Bevat het oude contractnummer. Alleen invullen indien """"Contractnummer"""" is gewijzigd.""";
A,DP,1,EXTERN,AN..20,,,Extern indicatief,Het identificerend kenmerk dat een tussenpersoon toekent. Ook wel te gebruiken als tijdelijk contractnummer.;
A,DP,1,GELDDA,TN8,D1,,Einddatum geldigheid offerte,Dag waarop de geldigheid van de offerte verloopt. Tot en met-datum.;
A,DP,1,DATBER,N8,D1,,Datum berekening,Datum waarop de berekening (van offerte) heeft plaatsgevonden.;
A,DP,1,PRODUC,TAN..15,,,Productcode maatschappij,Productcode die door de maatschappij gebruikt wordt. Deze codering dient bilateraal afgesproken te worden tussen tussenpersoon en maatschappij.;
"A,DP,1,PRODUC,CAN..5,,ADNMSP,""Productcode maatschappij, code"",Gecodeerde maatschappij specifieke productcode.";
A,DP,1,PRDTOM,SAN..70,,,Produktomschrijving maatschappij,Produktomschrijving die door de maatschappij gebruikt wordt.;
A,DP,1,INGDAT,N8,D1,,Ingangsdatum,Datum waarop de gegevens van deze entiteit van kracht worden/zijn geworden.;
A,DP,1,CDUUMN,DN..3,,,Contractduur in maanden,Contractduur in maanden.;
A,DP,1,EXPDAT,N8,D1,,Einddatum,Datum waarop beëindigd of stilzwijgend verlengd wordt (contractvervaldatum of expiratiedatum). Bij verlenging wordt de nieuwe vervaldatum opgenomen. Geldigheid TOT datum.;
"A,DP,1,BETWIJ,ZAN1,,ADNBET,""Wie incasseert, code"",Geeft aan wie de premiebetalingen incasseert.";
"A,DP,1,INCWIJ,ZAN1,,ADNINC,""Incassowijze, code"",Geeft aan op welke wijze geincasseerd wordt.";
A,DP,1,BETTER,MN..3,,,Betaaltermijn in maanden,Tijdsduur tussen twee opeenvolgende premiebetalingen (geheel getal).;
"A,DP,1,HRKMST,1AN..5,,ADNHEB,""Herkomst 1 van storting/inleg, code"",Code waarmee wordt aangegeven wat de herkomst van de storting/inleg is. Het gaat hier om de storting/inleg in het algemeen.";
"A,DP,1,HRKMST,2AN..5,,ADNHEB,""Herkomst 2 van storting/inleg, code"",Code waarmee wordt aangegeven wat de herkomst van de storting/inleg is. Het gaat hier om de storting/inleg in het algemeen.";
"A,DP,1,HRKMST,3AN..5,,ADNHEB,""Herkomst 3 van storting/inleg, code"",Code waarmee wordt aangegeven wat de herkomst van de storting/inleg is. Het gaat hier om de storting/inleg in het algemeen.";
"A,DP,1,HRKMST,4AN..5,,ADNHEB,""Herkomst 4 van storting/inleg, code"",Code waarmee wordt aangegeven wat de herkomst van de storting/inleg is. Het gaat hier om de storting/inleg in het algemeen.";
"A,DP,1,HRKMST,OAN..70,,,""Herkomst premie/storting/inl., oms."",""Omschrijving van de herkomst premie, storting of inleg.""";
A,DP,1,RENDPR,CN..8,P3,,Rendementspercentage,Percentage voor berekening van het doelvermogen.;
A,DP,1,FNDWRD,EN..8,P3,,Perc. fondswrde obv eigen prognose,Som fondswaarden op basis van eigen prognose percentages.;
A,DP,1,FNDWRD,PN..8,P3,,Perc. fondswrde obv pess. prognose,Som fondswaarden op basis van pessimistische prognose percentages.;
A,DP,1,FNDWRD,SN..8,P3,,Perc. fondswrde obv stand. prognose,Som fondswaarden op basis van standaard prognose percentages.;
A,DP,1,FNDWRD,HN..8,P3,,Perc. fondswrde obv hist. prognose,Som fondswaarden op basis van historische prognose percentages.;
A,DP,1,FNDRND,EN..15,B2,,Rend. fondswrde obv eigen prognose,Netto rendement behorend bij som fondswaarden op basis van eigen prognose percentages.;
A,DP,1,FNDRND,PN..15,B2,,Rend. fondswrde obv pess. prognose,Netto rendement behorend bij som fondswaarden op basis van pessimistische prognose percentages.;
A,DP,1,FNDRND,SN..15,B2,,Rend. fondswrde obv stand. prognose,Netto rendement behorend bij som fondswaarden op basis van standaard prognose percentages.;
A,DP,1,FNDRND,HN..15,B2,,Rend. fondswrde obv hist. prognose,Netto rendement behorend bij som fondswaarden op basis van historische prognose percentages.;
A,DP,1,INGDTW,N8,D1,,Ingangsdatum van de wijziging,Datum waarop de wijziging ingaat/is ingegaan. Niet bedoeld voor de datum waarop de wijziging door de maatschappij is geregistreerd/is aangetekend op het contract.;
A,DP,1,RVPING,DN8,D1,,Ingangsdatum rentevaste periode,Ingangsdatum rentevaste periode.;
A,DP,1,PROVRE,GAN..5,,,Provisie regeling,;
"A,DP,1,SRTBLN,GAN..2,,ADNSBL,""Soort beloning, code"",";
A,DP,1,BEAFPR,VN..15,B2,,Bedrag eenmalige afsluitprovisie,Dit bedrag is inbegrepen bij totaalbedrag afsluitprovisie.;
A,DP,1,TTPPRV,N..15,B2,,Totaal provisie tussenpersoon,Totaal bedrag provisie aan tussenpersoon voor dit contract.;
"A,DP,1,SRTDEP,AN..5,,ADNSDP,""Soort rekening, code"",Geeft aan hoe de rekening gebruikt wordt.";
A,DP,1,DEPNR,N..10,RK,,Rekeningnummer,De unieke identificatie van een rekening uitgegeven door een bancaire instelling.;
A,DP,1,BRKAAN,WAN1,JN,ADNLOG,Bestaande beleggingsrekening J/N,;
"A,DP,1,DEPVOR,MAN1,JN,ADNLOG,Vast depot J/N,""Heeft het depot een vaste omvang? Indien nee, dan heeft het een variabele omvang.""";
